Date,Close
7/6/2015,36.71
7/7/2015,36.62
7/8/2015,34.7
7/9/2015,34.5
7/10/2015,34.69
7/13/2015,36.78
7/14/2015,36.93
7/15/2015,37.51
7/16/2015,38.63
7/17/2015,38.39
7/20/2015,40.47
7/21/2015,39.35
7/22/2015,38.39
7/23/2015,37.01
7/24/2015,37
7/27/2015,36.39
7/28/2015,37.6
7/29/2015,37.95
7/30/2015,38.45
7/31/2015,38.7
8/3/2015,39.39
8/4/2015,38.95
8/5/2015,39.27
8/6/2015,38.85
8/7/2015,39.13
8/10/2015,39.05
8/11/2015,38.85
8/12/2015,38.19
8/13/2015,37.62
8/14/2015,38.14
8/17/2015,38.73
8/18/2015,37.99
8/19/2015,37.19
8/20/2015,35.98
8/21/2015,34.25
8/24/2015,33.75
8/25/2015,32.7
8/26/2015,33.17
8/27/2015,34.62
8/28/2015,35.04
8/31/2015,35
9/1/2015,33.77
9/2/2015,35.07
9/3/2015,35.31
9/4/2015,34.29
9/8/2015,34.7
9/9/2015,34.37
9/10/2015,33.46
9/11/2015,33.55
9/14/2015,33.77
9/15/2015,33.8
9/16/2015,33.77
9/17/2015,33.32
9/18/2015,32.92
9/21/2015,34.25
9/22/2015,33.35
9/23/2015,34.16
9/24/2015,33.91
9/25/2015,33.77
9/28/2015,32.25
9/29/2015,30.63
9/30/2015,31.04
10/1/2015,31.48
10/2/2015,32.83
10/5/2015,32.67
10/6/2015,31.86
10/7/2015,32.38
10/8/2015,31.67
10/9/2015,32.06
10/12/2015,32.63
10/13/2015,33.22
10/14/2015,34.05
10/15/2015,34.62
10/16/2015,34.29
10/19/2015,34.84
10/20/2015,34.87
10/21/2015,33.83
10/22/2015,34.79
10/23/2015,34.99
10/26/2015,36.44
10/27/2015,35.94
10/28/2015,36.52
10/29/2015,35.91
10/30/2015,36.01
11/2/2015,36.99
11/3/2015,37.9
11/4/2015,37.6
11/5/2015,36.71
11/6/2015,36.24
11/9/2015,36.6
11/10/2015,37
11/11/2015,36.33
11/12/2015,35.57
11/13/2015,34.53
11/16/2015,35.61
11/17/2015,36.21
11/18/2015,36.22
11/19/2015,36.19
11/20/2015,36.36
11/23/2015,35.56
11/24/2015,35.12
11/25/2015,35.36
11/27/2015,35.18
11/30/2015,35.26
12/1/2015,35.17
12/2/2015,35.15
12/3/2015,34.23
12/4/2015,35.62
12/7/2015,35.16
12/8/2015,35.6
12/9/2015,35.07
12/10/2015,35.49
12/11/2015,34.69
12/14/2015,35.01
12/15/2015,36.32
12/16/2015,35.98
12/17/2015,35.54
12/18/2015,34.98
12/21/2015,36.08
12/22/2015,36.81
12/23/2015,37.11
12/24/2015,37.07
12/28/2015,36.61
12/29/2015,37.08
12/30/2015,36.48
12/31/2015,36.2
1/4/2016,34.75
1/5/2016,34.31
1/6/2016,33.98
1/7/2016,33.13
1/8/2016,32.69
1/11/2016,33.04
1/12/2016,33.08
1/13/2016,32.12
1/14/2016,32.87
1/15/2016,32.31
1/19/2016,32.2
1/20/2016,31.2
1/21/2016,31.2
1/22/2016,31.69
1/25/2016,31.47
1/26/2016,31.97
1/27/2016,31.59
1/28/2016,34.24
1/29/2016,36.14
2/1/2016,37.08
2/2/2016,36.83
2/3/2016,37.01
2/4/2016,37.17
2/5/2016,35.07
2/8/2016,33.61
2/9/2016,32.7
2/10/2016,32.9
2/11/2016,33.52
2/12/2016,34.3
2/16/2016,35.46
2/17/2016,36.36
2/18/2016,36.31
2/19/2016,35.76
2/22/2016,36
2/23/2016,35.48
2/24/2016,36.47
2/25/2016,36.74
2/26/2016,37.49
2/29/2016,38.14
3/1/2016,39.25
3/2/2016,39.16
3/3/2016,39.02
3/4/2016,39.04
3/7/2016,38.98
3/8/2016,38.16
3/9/2016,38.57
3/10/2016,38.49
3/11/2016,39.49
3/14/2016,39.38
3/15/2016,39.27
3/16/2016,39.84
3/17/2016,39.93
3/18/2016,39.41
3/21/2016,41.14
3/22/2016,41.32
3/23/2016,40.52
3/24/2016,38.92
3/28/2016,38.74
3/29/2016,39.53
3/30/2016,39.04
3/31/2016,38.6
4/1/2016,39.4
4/4/2016,38.79
4/5/2016,38.55
4/6/2016,39.16
4/7/2016,38.28
4/8/2016,38.41
4/11/2016,38.06
4/12/2016,37.8
4/13/2016,38.79
4/14/2016,38.64
4/15/2016,38.58
4/18/2016,39.64
4/19/2016,39.24
4/20/2016,40.08
4/21/2016,40.1
4/22/2016,40.31
4/25/2016,39.82
4/26/2016,39.73
4/27/2016,40.01
4/28/2016,40.07
4/29/2016,39.18
5/2/2016,39.02
5/3/2016,38.36
5/4/2016,38.31
5/5/2016,38.95
5/6/2016,39.48
5/9/2016,39.62
5/10/2016,40.11
5/11/2016,39.71
5/12/2016,39.51
5/13/2016,39.48
5/16/2016,39.3
5/17/2016,39.07
5/18/2016,38.98
5/19/2016,37.65
5/20/2016,37.53
5/23/2016,38.07
5/24/2016,38.92
5/25/2016,38.76
5/26/2016,38.07
5/27/2016,38.09
5/31/2016,37.79
6/1/2016,38.31
6/2/2016,38.56
6/3/2016,38.33
6/6/2016,38.1
6/7/2016,37.57
6/8/2016,37.55
6/9/2016,37.13
6/10/2016,36.77
6/13/2016,36.54
6/14/2016,37.16
6/15/2016,36.84
6/16/2016,36.97
6/17/2016,36.97
6/20/2016,36.86
6/21/2016,36.16
6/22/2016,36
6/23/2016,36.66
6/24/2016,35.08
6/27/2016,34.2
6/28/2016,35.24
6/29/2016,35.77
6/30/2016,36.51
7/1/2016,36.35
7/5/2016,36.12
7/6/2016,35.93
7/7/2016,36.32
7/8/2016,37.36
7/11/2016,38.15
7/12/2016,38.79
7/13/2016,39.28
7/14/2016,39.96
7/15/2016,39.09
7/18/2016,38.92
7/19/2016,39.37
7/20/2016,40.05
7/21/2016,40.13
7/22/2016,37.42
7/25/2016,37.78
